Device,Category,Price (INR),Age (months),Physical Condition,Performance,Surface Wear,Internal Damage,Accessories Condition,Repair Cost (INR),Resale Price (INR)
Sony PlayStation,Gaming Console,110993,57,4,3,4,3,0,34000,71942
Samsung TV,TV,84172,1,2,1,1,3,4,24700,86000
Sony Headphones,Audio,182332,55,1,1,0,4,2,25600,126758
Asus ZenBook,Laptop,68984,37,1,5,2,3,1,34800,65344
Canon DSLR,Camera,81890,16,2,2,0,5,3,35400,81574
MacBook Pro,Laptop,33421,14,4,1,0,0,2,8600,32708
Samsung TV,TV,64762,35,4,4,4,4,1,42800,59286
Asus ZenBook,Laptop,167975,49,1,4,4,2,1,29800,118205
Lenovo Monitor,Monitor,151029,23,1,2,1,1,4,16700,132949
Bose Speaker,Audio,180465,13,2,0,5,1,4,17700,148710
Dell Laptop,Laptop,159692,42,1,1,4,0,1,10800,115587
Apple Watch,Wearable,163562,54,2,3,4,0,2,18600,109073
Samsung Refrigerator,Appliance,164192,39,3,3,4,5,2,44600,115068
Philips Air Purifier,Appliance,168212,40,0,2,2,4,5,33000,130884
Sony Headphones,Audio,62568,33,4,0,2,0,3,9400,49436
Philips Air Purifier,Appliance,92513,14,5,2,2,5,5,43000,85334
Sony PlayStation,Gaming Console,38713,7,4,5,5,3,1,42300,49217
Sony Headphones,Audio,194030,58,1,5,5,2,3,35900,124666
LG Microwave,Appliance,114529,39,3,0,4,1,1,14800,81271
Dell Laptop,Laptop,12568,45,3,1,3,2,1,21300,18379
Bose Speaker,Audio,177272,56,4,5,2,5,5,51000,114136
Panasonic VCR,Appliance,10577,20,5,5,1,4,4,44700,29754
Bose Speaker,Audio,169966,33,0,1,4,1,1,14800,132325
LG Microwave,Appliance,128176,38,3,4,1,0,3,18900,103018
Sony Headphones,Audio,26661,14,4,1,2,0,2,11600,27395
Microsoft Xbox,Gaming Console,26819,7,3,1,0,4,1,26800,35526
LG Microwave,Appliance,41019,2,1,4,0,4,1,33800,53407
Asus ZenBook,Laptop,181223,39,0,3,2,1,5,21000,145511
Samsung TV,TV,92886,59,5,4,0,5,0,42000,67907
iPhone 13,Phone,189208,5,4,1,2,4,4,33200,163236
Dell Laptop,Laptop,5713,32,4,2,4,1,5,25000,16271
Lenovo Monitor,Monitor,179830,54,2,2,2,1,5,20000,123293
Lenovo Monitor,Monitor,164920,50,4,2,1,4,3,33900,110954
Lenovo Monitor,Monitor,124134,37,1,4,4,5,4,47200,99942
Samsung Refrigerator,Appliance,42910,44,3,5,0,1,2,24600,42337
Microsoft Xbox,Gaming Console,164153,58,4,5,5,0,3,28900,101451
Samsung TV,TV,62911,25,5,1,5,0,2,17100,51015
LG Microwave,Appliance,180882,58,5,0,0,4,2,26600,109167
Philips Air Purifier,Appliance,7934,58,2,2,1,4,0,29500,19272
Panasonic VCR,Appliance,192716,54,0,1,3,4,5,31500,129452
Samsung Refrigerator,Appliance,120299,9,3,4,3,1,4,27700,111894
LG Microwave,Appliance,42658,42,1,5,5,3,4,41700,46871
Bose Speaker,Audio,154632,17,0,0,0,3,0,15000,139710
HP Printer,Printer,11167,55,1,4,3,3,0,32500,22783
Philips Air Purifier,Appliance,39079,13,4,0,5,3,1,27300,40810
Panasonic VCR,Appliance,119923,59,0,0,3,0,5,8500,81600
Microsoft Xbox,Gaming Console,67370,21,2,1,2,0,3,10400,60107
Bose Speaker,Audio,65091,24,0,0,3,3,3,21900,60419
Sony Headphones,Audio,19788,35,5,0,3,2,2,21100,22918
Panasonic VCR,Appliance,111718,27,0,4,5,1,1,25300,95880
Microsoft Xbox,Gaming Console,14840,36,1,1,5,1,5,20500,20341
Sharp LED,TV,53837,33,1,3,0,0,2,11600,49677
Samsung TV,TV,9652,41,5,5,2,3,1,38800,25143
Samsung Refrigerator,Appliance,167620,37,1,3,1,2,5,25500,135951
Dell Laptop,Laptop,159108,14,1,2,5,3,0,29500,134081
Philips Air Purifier,Appliance,50549,48,0,3,0,3,5,28000,49384
Panasonic VCR,Appliance,129816,32,2,5,1,1,1,24300,110810
Samsung TV,TV,119624,13,3,2,2,1,2,18600,106794
Panasonic VCR,Appliance,65238,49,2,4,1,2,2,27100,56281
Dell Laptop,Laptop,23375,14,0,5,1,0,3,18900,30721
Bose Speaker,Audio,124384,29,1,4,2,2,1,26800,107310
HP Printer,Printer,104651,41,1,3,2,5,4,41200,87053
HP Printer,Printer,157971,39,0,3,0,5,0,34000,128370
MacBook Pro,Laptop,85221,46,3,3,3,0,4,19700,65244
Sony PlayStation,Gaming Console,21023,31,2,5,0,4,2,38600,34542
HP Printer,Printer,132621,31,1,1,3,1,1,14300,105953
Apple Watch,Wearable,113150,4,0,5,4,4,2,42600,114083
Asus ZenBook,Laptop,90949,60,2,4,2,1,1,22800,65969
Philips Air Purifier,Appliance,7665,51,2,2,1,1,5,18500,14347
Lenovo Monitor,Monitor,131729,60,2,0,0,0,5,6000,89941
GoPro Camera,Camera,36121,32,2,5,0,1,5,26000,41174
Asus ZenBook,Laptop,121284,38,4,1,4,4,1,33800,86032
Sony Headphones,Audio,191090,5,0,3,0,1,3,16400,190691
Panasonic VCR,Appliance,38020,13,4,1,1,4,1,29300,43355
Apple Watch,Wearable,128127,20,2,4,1,4,3,37900,116327
Sharp LED,TV,147263,36,2,2,0,4,3,30400,118284
Sharp LED,TV,5101,34,0,1,1,3,2,21100,14376
Sony Headphones,Audio,37945,1,3,4,2,1,2,24600,45502
Apple Watch,Wearable,115871,60,3,4,5,0,1,23300,74220
Apple Watch,Wearable,86684,26,2,2,1,4,2,31100,78829
LG Microwave,Appliance,165418,16,5,4,1,0,0,18500,141584
Panasonic VCR,Appliance,146981,30,5,5,2,3,2,39600,115338
Asus ZenBook,Laptop,4356,4,5,4,1,5,2,45100,25861
Sony Headphones,Audio,137473,59,3,0,0,4,4,26200,90772
Bose Speaker,Audio,186601,39,1,2,0,3,5,26000,148286
Sharp LED,TV,120575,59,1,2,4,4,1,33800,80202
Apple Watch,Wearable,193883,24,1,2,0,3,5,26000,168106
Xiaomi Tablet,Tablet,166649,12,3,5,3,1,1,28300,147469
HP Printer,Printer,115952,41,4,5,1,2,5,34500,93199
Canon DSLR,Camera,11919,18,2,2,1,3,3,26900,22866
Apple Watch,Wearable,194338,57,1,3,2,5,0,38000,126858
Samsung TV,TV,178685,5,5,1,2,3,3,28400,152681
LG Microwave,Appliance,101952,7,4,3,2,4,5,40000,97993
Panasonic VCR,Appliance,66973,45,3,3,0,2,5,26000,58207
HP Printer,Printer,144583,24,2,3,0,3,0,26000,125775
LG Microwave,Appliance,152075,14,0,5,2,3,2,34600,143522
GoPro Camera,Camera,37217,38,5,0,2,2,4,21200,34047
Lenovo Monitor,Monitor,150906,44,1,3,3,2,3,26900,113048
Bose Speaker,Audio,169922,33,4,0,4,5,2,36600,116005
Samsung TV,TV,122874,29,4,4,0,5,0,41000,103440
Canon DSLR,Camera,3781,31,0,0,1,4,2,23100,14367
Sony Headphones,Audio,129245,17,5,4,3,1,4,29700,109845
Asus ZenBook,Laptop,67878,40,5,1,2,3,0,26000,53727
Xiaomi Tablet,Tablet,185828,20,3,4,0,3,4,33200,161546
Philips Air Purifier,Appliance,84908,15,0,2,3,4,1,31300,82303
Asus ZenBook,Laptop,84679,51,3,0,0,4,4,26200,64331
Lenovo Monitor,Monitor,28075,28,2,3,0,0,3,13400,29722
Microsoft Xbox,Gaming Console,103930,14,5,3,1,1,1,21300,92755
Philips Air Purifier,Appliance,189618,43,3,0,5,1,0,15500,122469
Sony PlayStation,Gaming Console,29116,24,0,3,2,4,5,36000,40128
Philips Air Purifier,Appliance,32783,47,0,4,5,2,1,30300,35639
Dell Laptop,Laptop,53509,38,2,3,2,0,1,14800,46462
Sony Headphones,Audio,79492,5,2,2,0,2,4,21200,81745
Samsung TV,TV,182488,28,4,3,5,5,4,48700,130193
Dell Laptop,Laptop,109896,17,4,0,5,2,1,22300,87528
Philips Air Purifier,Appliance,57418,30,0,2,5,1,0,18500,51165
Apple Watch,Wearable,162347,59,0,4,3,3,1,32300,111123
Xiaomi Tablet,Tablet,99062,24,3,2,5,3,2,33100,81931
Lenovo Monitor,Monitor,154477,50,1,3,0,0,2,11600,118568
Asus ZenBook,Laptop,159576,18,1,3,4,1,4,24200,138165
MacBook Pro,Laptop,74247,45,1,2,3,1,3,18900,59567
Canon DSLR,Camera,37422,45,2,2,5,1,5,24500,35265
Bose Speaker,Audio,63901,16,3,3,1,4,4,36700,66915
Panasonic VCR,Appliance,129970,30,4,3,0,2,1,23800,106778
Panasonic VCR,Appliance,85706,53,5,2,0,2,1,21800,61895
Samsung Refrigerator,Appliance,89505,31,5,3,4,4,3,42400,73560
MacBook Pro,Laptop,77904,39,1,3,0,2,5,24000,70038
MacBook Pro,Laptop,129152,55,1,4,2,3,2,32600,94437
Samsung TV,TV,57334,41,3,3,2,0,2,16600,48147
Canon DSLR,Camera,57838,17,3,2,2,4,2,33600,59311
Apple Watch,Wearable,11003,3,4,5,3,5,5,52500,34447
Philips Air Purifier,Appliance,47314,57,1,2,1,1,5,17500,39741
Bose Speaker,Audio,179044,26,4,0,0,0,2,5600,144245
Apple Watch,Wearable,89475,30,4,0,3,1,1,14300,68888
Samsung Refrigerator,Appliance,43815,27,5,2,1,3,1,28300,44163
Asus ZenBook,Laptop,6863,1,5,5,5,1,3,34900,22769
Philips Air Purifier,Appliance,58613,38,0,2,0,5,5,35000,59115
iPhone 13,Phone,92397,42,4,4,5,3,3,40900,71268
Apple Watch,Wearable,7928,32,0,1,5,5,4,38700,24424
Samsung Refrigerator,Appliance,130504,1,0,1,0,3,5,22000,133021
Apple Watch,Wearable,107404,8,4,1,2,4,4,33200,98227
Canon DSLR,Camera,88880,35,4,0,1,3,5,24500,71355
HP Printer,Printer,58819,13,4,1,1,5,2,35100,60782
Microsoft Xbox,Gaming Console,76316,13,4,5,1,4,2,42100,78669
HP Printer,Printer,185519,43,0,2,0,0,4,9200,150232
LG Microwave,Appliance,176240,37,0,3,1,0,3,12900,146561
LG Microwave,Appliance,84116,53,1,0,4,3,3,24400,60567
Samsung Refrigerator,Appliance,199196,18,1,2,4,2,2,24600,165681
Apple Watch,Wearable,188974,41,4,4,5,2,4,36700,127010
Asus ZenBook,Laptop,9499,10,3,5,5,1,1,31300,22964
GoPro Camera,Camera,183217,46,4,2,3,3,4,32700,120784
Lenovo Monitor,Monitor,154599,1,0,3,5,2,5,30500,147432
Canon DSLR,Camera,89397,6,2,0,5,0,4,12700,80550
Philips Air Purifier,Appliance,64893,1,1,4,1,0,3,16900,70423
Sharp LED,TV,105740,32,4,4,4,3,4,40200,85659
Microsoft Xbox,Gaming Console,94550,58,5,3,5,5,5,50500,64016
Dell Laptop,Laptop,199922,33,0,1,1,0,0,4500,165186
Asus ZenBook,Laptop,123161,27,0,0,0,5,4,28200,108318
Xiaomi Tablet,Tablet,175788,58,0,3,2,5,0,37000,118699
Samsung TV,TV,147424,54,3,2,3,2,1,24300,96182
Samsung Refrigerator,Appliance,30662,54,2,5,4,0,0,23000,30204
HP Printer,Printer,47585,59,2,0,2,5,3,32400,41182
MacBook Pro,Laptop,43003,4,1,5,1,1,1,23300,51213
Bose Speaker,Audio,23037,29,1,0,5,0,5,12500,23182
HP Printer,Printer,31370,55,2,4,0,4,5,38000,37979
Dell Laptop,Laptop,176344,25,3,5,0,4,2,39600,149413
Dell Laptop,Laptop,9016,40,2,4,4,1,0,25000,18451
Sharp LED,TV,118020,3,1,4,1,2,5,28500,121058
Xiaomi Tablet,Tablet,173116,58,3,4,1,2,5,30500,117388
Sharp LED,TV,105037,54,2,4,4,2,2,31600,75671
Panasonic VCR,Appliance,166269,40,0,0,3,5,3,31900,122362
Bose Speaker,Audio,86732,50,2,4,1,4,1,36300,71057
MacBook Pro,Laptop,184837,41,3,5,4,4,3,46400,129481
Canon DSLR,Camera,96207,54,1,5,3,5,0,45500,75664
iPhone 13,Phone,106569,17,2,1,2,0,3,10400,94185
Samsung Refrigerator,Appliance,182385,37,4,4,2,5,0,44000,130519
Microsoft Xbox,Gaming Console,123800,51,4,0,2,5,2,33600,81795
Sharp LED,TV,36411,19,4,1,4,4,5,37000,42713
Panasonic VCR,Appliance,60522,15,3,5,2,4,4,44200,67189
iPhone 13,Phone,88347,40,0,0,3,4,3,26900,71759
GoPro Camera,Camera,140636,5,4,5,4,4,3,47400,127067
Sony Headphones,Audio,154845,29,4,5,1,5,0,45500,124173
Sony Headphones,Audio,33181,24,0,1,0,2,0,13000,34372
Bose Speaker,Audio,125111,53,2,5,2,0,5,24000,93948
Microsoft Xbox,Gaming Console,189514,54,1,1,2,4,2,28600,126113
Asus ZenBook,Laptop,120841,25,1,3,3,2,0,24500,103485
Philips Air Purifier,Appliance,64873,25,0,3,2,2,1,22800,62974
Asus ZenBook,Laptop,119868,42,2,2,3,0,3,14900,90159
Samsung TV,TV,45495,33,1,1,4,5,0,35000,46389
Bose Speaker,Audio,104326,43,1,4,0,2,4,26200,88736
Lenovo Monitor,Monitor,115435,42,1,4,2,1,1,21800,92859
Canon DSLR,Camera,186901,23,0,0,5,4,5,31500,147515
Bose Speaker,Audio,162880,42,0,4,4,3,3,35400,123572
Dell Laptop,Laptop,113395,32,1,4,0,2,1,23800,100348
Samsung TV,TV,46832,7,4,3,1,1,4,22700,50923
Canon DSLR,Camera,181833,27,3,2,3,0,5,17500,144216
Sony Headphones,Audio,100214,49,5,1,3,0,0,12500,65877
Apple Watch,Wearable,48017,45,2,1,5,5,2,39100,45239
Sony PlayStation,Gaming Console,147758,22,5,5,5,3,1,43300,114738
Philips Air Purifier,Appliance,36568,48,0,2,3,5,0,35500,39691
Sharp LED,TV,26168,17,5,2,5,2,4,31700,33513
Xiaomi Tablet,Tablet,74599,25,4,0,1,1,0,10500,61572
Lenovo Monitor,Monitor,135931,57,2,4,5,3,4,39700,89854
Sony PlayStation,Gaming Console,41195,43,4,5,2,1,2,28600,40871
MacBook Pro,Laptop,157773,37,3,0,3,5,2,34100,110925
Philips Air Purifier,Appliance,59486,20,2,4,0,3,3,31400,63289
Canon DSLR,Camera,113920,7,1,3,1,4,3,33900,113212
Canon DSLR,Camera,189234,35,1,3,0,4,5,34000,154195
Xiaomi Tablet,Tablet,122896,18,5,2,5,1,1,24300,96948
GoPro Camera,Camera,139046,21,0,3,1,1,0,15500,126634
LG Microwave,Appliance,11998,7,2,4,5,0,4,24700,22248
Samsung TV,TV,107627,50,2,4,2,5,3,44400,83547
Apple Watch,Wearable,33079,56,2,1,2,5,3,35400,35563
Microsoft Xbox,Gaming Console,57087,11,0,2,3,1,5,19500,59130
Dell Laptop,Laptop,148834,13,0,5,1,4,4,39700,144126
Sony PlayStation,Gaming Console,100703,38,5,0,4,4,4,34200,72487
Sharp LED,TV,67322,51,2,1,4,3,1,26800,51437
LG Microwave,Appliance,62484,4,4,0,2,0,4,10200,58836
GoPro Camera,Camera,6680,27,3,2,5,0,2,18100,13759
Dell Laptop,Laptop,65672,3,0,4,0,0,4,15200,72287
Canon DSLR,Camera,107400,27,2,5,4,1,3,30400,93065
iPhone 13,Phone,54488,26,3,1,0,4,1,26800,53176
GoPro Camera,Camera,141544,44,4,4,3,0,3,22900,102038
MacBook Pro,Laptop,115049,41,2,0,4,2,4,21200,83656
Dell Laptop,Laptop,60414,24,5,1,5,2,0,25500,51415
Bose Speaker,Audio,77120,39,5,3,0,0,5,18000,63370
Panasonic VCR,Appliance,7376,58,1,5,4,4,0,42000,24909
GoPro Camera,Camera,69822,20,5,3,4,1,3,27400,62575
Lenovo Monitor,Monitor,171986,49,4,0,5,0,2,13100,105442
Xiaomi Tablet,Tablet,71814,54,5,5,3,5,1,50300,58903
Canon DSLR,Camera,70659,31,3,1,2,4,3,31400,62688
Asus ZenBook,Laptop,76337,20,1,1,5,5,4,39700,71759
MacBook Pro,Laptop,100534,7,5,2,3,5,5,44500,93126
Xiaomi Tablet,Tablet,37593,10,5,1,0,3,3,25400,42398
Philips Air Purifier,Appliance,161144,21,1,4,0,1,2,19600,147578
Microsoft Xbox,Gaming Console,115822,26,2,2,2,5,3,38400,99117
Xiaomi Tablet,Tablet,186702,32,5,3,4,1,1,25800,132389
Sony Headphones,Audio,49774,26,1,4,1,1,0,19500,50067
Bose Speaker,Audio,90989,23,5,5,0,2,0,30000,82787
Samsung TV,TV,144396,54,5,0,3,4,5,33500,87504
Xiaomi Tablet,Tablet,91569,22,4,1,5,3,3,31900,75470
GoPro Camera,Camera,167407,43,2,2,5,3,0,30500,113183
Philips Air Purifier,Appliance,21300,44,3,1,2,5,4,37200,30954
Sharp LED,TV,29317,18,1,5,2,4,0,39000,42074
Asus ZenBook,Laptop,14298,26,1,4,5,0,1,21300,21374
Samsung TV,TV,95055,59,4,4,1,5,4,45700,70853
Lenovo Monitor,Monitor,87970,45,3,0,0,2,3,15400,67080
Dell Laptop,Laptop,183023,26,2,4,1,3,5,34500,154517
Dell Laptop,Laptop,146669,7,0,1,5,0,5,14500,134119
Samsung TV,TV,130890,5,5,5,1,3,1,37300,122708
Samsung Refrigerator,Appliance,64597,37,0,2,3,1,2,17100,56029
Lenovo Monitor,Monitor,3170,23,4,1,0,0,5,11000,8052
Philips Air Purifier,Appliance,194565,23,2,3,3,5,0,40500,153527
Samsung TV,TV,78653,19,4,1,4,0,3,15400,66296
Panasonic VCR,Appliance,57819,17,0,2,0,3,2,22600,60735
Lenovo Monitor,Monitor,55029,43,4,5,1,0,3,22900,49145
Apple Watch,Wearable,114754,18,4,3,2,1,5,25000,100861
Bose Speaker,Audio,106174,38,0,0,2,0,4,6200,84854
Lenovo Monitor,Monitor,186872,42,4,5,0,4,2,40600,138029
iPhone 13,Phone,16617,55,5,3,4,1,2,26600,22024
iPhone 13,Phone,26963,42,1,4,0,2,5,27000,33183
Samsung TV,TV,102705,20,0,5,4,4,2,42600,97302
Samsung Refrigerator,Appliance,131706,5,5,0,1,1,1,12300,116125
Apple Watch,Wearable,71458,26,3,1,2,4,5,33000,65806
Dell Laptop,Laptop,173184,5,3,5,5,1,5,34500,154931
Sharp LED,TV,178197,33,2,5,5,3,2,41100,133705
Dell Laptop,Laptop,42057,32,0,2,2,5,0,34000,46440
Samsung TV,TV,126299,39,1,3,5,3,3,34900,96387
Panasonic VCR,Appliance,79140,29,4,3,3,0,2,19100,66135
Sony Headphones,Audio,179034,6,5,5,4,5,0,51000,149033
Panasonic VCR,Appliance,58139,3,0,0,2,4,4,26200,63390
HP Printer,Printer,110117,42,3,2,5,5,3,43900,80312
Lenovo Monitor,Monitor,54757,8,1,4,2,1,3,23400,59886
Samsung Refrigerator,Appliance,52663,31,2,3,1,4,1,33300,53777
MacBook Pro,Laptop,119123,50,5,3,5,0,4,24700,77868
Dell Laptop,Laptop,13886,45,0,2,4,4,4,35200,26140
LG Microwave,Appliance,152699,34,5,0,0,5,0,30000,111200
Sony PlayStation,Gaming Console,104690,33,5,1,0,3,1,23800,82566
LG Microwave,Appliance,177984,54,2,4,2,2,5,31000,124070
Sony PlayStation,Gaming Console,41899,10,3,3,3,5,0,41500,51336
Microsoft Xbox,Gaming Console,37481,5,1,2,5,2,3,26900,43997
Bose Speaker,Audio,85935,13,3,0,2,3,1,21800,77500
Bose Speaker,Audio,3486,49,2,3,0,2,1,21800,13253
Panasonic VCR,Appliance,133677,7,5,3,1,2,4,28700,121960
Samsung TV,TV,184536,47,1,1,1,2,3,17900,135357
Sony Headphones,Audio,148769,43,4,0,3,2,4,21700,100855
GoPro Camera,Camera,12426,51,1,0,0,2,5,15000,16012
Samsung TV,TV,58129,22,0,4,1,3,3,30900,62534
iPhone 13,Phone,106589,38,0,2,5,1,1,19300,83196
MacBook Pro,Laptop,82821,26,2,4,1,0,4,18700,76435
Lenovo Monitor,Monitor,12318,60,3,4,2,2,5,32000,22898
Canon DSLR,Camera,95098,45,0,2,3,1,5,19500,75843
Microsoft Xbox,Gaming Console,38354,58,3,0,5,5,2,37100,35809
Xiaomi Tablet,Tablet,199104,27,1,4,5,3,1,36300,154536
iPhone 13,Phone,15566,46,3,2,5,0,1,17300,18145
Dell Laptop,Laptop,97507,9,4,3,3,1,0,22500,88768
Bose Speaker,Audio,23828,5,0,3,5,0,3,18900,30300
Sony PlayStation,Gaming Console,195675,58,3,1,4,0,1,12800,117935
Panasonic VCR,Appliance,119264,47,0,1,5,5,2,37100,85934
Philips Air Purifier,Appliance,35411,47,2,2,2,4,5,35000,38924
Sony Headphones,Audio,101271,7,3,5,2,1,5,30000,100574
Sony PlayStation,Gaming Console,150401,31,4,5,3,5,0,48500,115243
GoPro Camera,Camera,182600,2,2,4,4,2,2,31600,167358
Apple Watch,Wearable,19114,30,3,5,2,0,2,22600,25636
Dell Laptop,Laptop,28594,59,5,3,1,1,3,22900,27606
Canon DSLR,Camera,196154,37,0,2,0,2,1,16800,160419
Xiaomi Tablet,Tablet,52805,10,3,0,4,4,5,33000,55048
Panasonic VCR,Appliance,55176,23,0,0,2,0,4,6200,49724
Sharp LED,TV,15437,32,1,5,2,0,5,23000,23541
Panasonic VCR,Appliance,168688,12,0,3,1,5,0,35500,156074
Lenovo Monitor,Monitor,40899,52,2,3,4,4,3,39400,41785
Lenovo Monitor,Monitor,164777,15,3,4,1,0,4,19700,149087
Philips Air Purifier,Appliance,160079,8,3,3,4,1,2,24600,140363
HP Printer,Printer,90553,29,2,3,2,1,3,21400,79068
Dell Laptop,Laptop,116384,45,4,0,2,0,3,9400,80932
LG Microwave,Appliance,38256,52,3,4,0,4,1,35800,40854
HP Printer,Printer,72400,54,0,2,1,0,0,7500,55154
Samsung TV,TV,103950,45,0,4,2,4,2,36600,86387
Panasonic VCR,Appliance,179039,19,0,2,2,0,5,13000,161369
Lenovo Monitor,Monitor,103350,33,2,4,0,2,2,25600,90829
Panasonic VCR,Appliance,111214,1,5,4,5,5,4,52700,103644
Samsung TV,TV,46212,19,2,1,1,0,2,8100,43099
Apple Watch,Wearable,163080,7,2,0,2,5,5,34000,145018
Samsung TV,TV,118038,49,3,1,4,2,2,23600,79672
GoPro Camera,Camera,86975,10,1,5,1,2,1,28300,89818
iPhone 13,Phone,54755,46,1,1,4,3,3,27400,47101
Asus ZenBook,Laptop,26448,54,0,5,3,1,0,24500,29441
Sharp LED,TV,124345,59,0,2,5,1,3,20900,83192
Canon DSLR,Camera,163378,42,0,4,5,3,4,37700,121778
Bose Speaker,Audio,128693,36,0,0,1,4,1,22300,103809
Philips Air Purifier,Appliance,140584,14,3,5,5,2,5,39500,122376
GoPro Camera,Camera,26871,17,1,0,5,1,3,15900,28775
Sony PlayStation,Gaming Console,41470,51,5,1,3,3,0,27500,35522
Dell Laptop,Laptop,7416,31,3,5,1,4,2,41100,25630
Samsung Refrigerator,Appliance,168692,5,4,0,1,1,2,12100,150282
Sharp LED,TV,107555,2,5,1,4,2,5,28000,96817
Xiaomi Tablet,Tablet,190797,14,4,4,1,3,1,33300,163564
Sony Headphones,Audio,69705,54,1,2,5,3,4,32700,54688
Dell Laptop,Laptop,143758,42,2,5,4,5,1,48800,106342
Samsung Refrigerator,Appliance,178368,4,2,0,3,3,1,22300,157412
Lenovo Monitor,Monitor,58725,2,0,3,5,1,5,25500,63841
GoPro Camera,Camera,177406,39,1,3,3,5,1,40300,131029
Apple Watch,Wearable,39177,53,4,2,3,0,5,18500,32560
Samsung TV,TV,176724,20,5,0,3,5,4,37700,131953
Sony PlayStation,Gaming Console,143599,50,5,1,0,0,2,9600,98139
Bose Speaker,Audio,23020,5,3,3,5,0,1,20300,28911
Asus ZenBook,Laptop,41471,28,3,2,5,5,2,43100,46433
Samsung Refrigerator,Appliance,38803,27,2,2,3,5,0,37500,44554
Panasonic VCR,Appliance,167243,55,0,5,3,4,0,39500,117587
Canon DSLR,Camera,87816,17,1,2,1,3,5,27500,85320
Microsoft Xbox,Gaming Console,64165,52,5,1,0,5,4,36200,52749
LG Microwave,Appliance,76725,39,3,4,5,5,2,49100,66365
MacBook Pro,Laptop,147801,28,5,0,4,4,2,32600,104981
Xiaomi Tablet,Tablet,76587,25,0,0,0,0,0,0,67014
Sharp LED,TV,197269,16,0,1,2,1,3,13400,176351
Dell Laptop,Laptop,83301,10,2,5,4,3,2,39600,83942
Sony Headphones,Audio,95214,35,2,3,0,0,0,11000,80243
Lenovo Monitor,Monitor,119062,25,3,1,4,5,1,37800,94504
Canon DSLR,Camera,125901,58,0,2,0,4,5,30000,94318
Microsoft Xbox,Gaming Console,180632,26,0,2,3,1,5,19500,152449
Microsoft Xbox,Gaming Console,21009,60,4,1,4,2,0,23000,22004
Apple Watch,Wearable,67354,47,3,5,1,0,3,21900,57087
GoPro Camera,Camera,19767,59,1,0,1,5,4,30700,26518
Sharp LED,TV,171407,39,4,3,3,4,3,39900,120223
Microsoft Xbox,Gaming Console,180483,35,1,3,3,0,5,18500,143710
iPhone 13,Phone,63452,43,4,2,2,2,0,23000,51158
Asus ZenBook,Laptop,127079,44,0,5,4,2,0,31000,99372
Lenovo Monitor,Monitor,91650,4,4,2,3,0,2,16100,85036
Philips Air Purifier,Appliance,66725,17,0,4,1,3,2,30100,70765
Samsung TV,TV,170628,12,2,0,5,1,4,17700,141940
Philips Air Purifier,Appliance,95952,59,5,0,0,5,5,34000,65456
Xiaomi Tablet,Tablet,62175,8,3,1,4,4,4,35200,63610
Sony Headphones,Audio,142156,8,0,3,5,4,2,38100,129932
Panasonic VCR,Appliance,59554,8,0,0,3,5,1,30300,62793
MacBook Pro,Laptop,129401,20,2,3,3,2,3,27900,112295
Sharp LED,TV,150804,13,0,1,0,1,4,11200,143586
LG Microwave,Appliance,37689,36,0,2,1,1,1,13300,36047
LG Microwave,Appliance,52524,59,3,5,2,4,3,43400,49275
Panasonic VCR,Appliance,195410,42,3,3,5,2,0,29500,130042
Philips Air Purifier,Appliance,123541,21,0,3,3,0,3,15900,111107
GoPro Camera,Camera,85871,45,3,4,4,3,0,36000,67376
Sony PlayStation,Gaming Console,81272,1,5,4,2,2,3,32400,82437
Microsoft Xbox,Gaming Console,112214,57,2,2,3,4,5,36500,78284
Lenovo Monitor,Monitor,54431,5,5,5,0,3,0,35000,61861
GoPro Camera,Camera,160304,31,3,1,4,5,0,37000,115484
Microsoft Xbox,Gaming Console,167183,40,2,1,3,1,0,14500,120934
Canon DSLR,Camera,108585,32,3,3,2,2,5,29000,90510
Microsoft Xbox,Gaming Console,18981,12,3,2,1,1,3,17900,24894
Samsung TV,TV,107816,13,5,0,2,3,4,26200,92345
Sharp LED,TV,31066,60,2,3,2,0,4,17200,27861
Apple Watch,Wearable,25805,36,3,4,3,3,0,34500,33765
Canon DSLR,Camera,12349,25,3,5,3,3,3,39900,28533
GoPro Camera,Camera,55717,54,0,5,1,1,2,23100,49995
GoPro Camera,Camera,198589,54,2,3,4,2,0,27000,126696
Samsung TV,TV,76565,36,2,1,3,3,3,26900,63983
Microsoft Xbox,Gaming Console,143540,30,2,2,3,3,0,27500,112793
GoPro Camera,Camera,23794,2,3,5,5,3,1,41300,38971
Panasonic VCR,Appliance,52531,59,5,2,4,2,5,31000,40978
MacBook Pro,Laptop,198591,52,1,5,5,3,4,41700,132061
Lenovo Monitor,Monitor,112605,51,0,0,2,2,5,17000,83382
Microsoft Xbox,Gaming Console,158075,10,4,3,0,2,3,25400,143902
Sharp LED,TV,66316,12,3,3,1,2,3,25900,67329
GoPro Camera,Camera,20835,56,0,2,5,1,4,21700,23351
Samsung TV,TV,60964,51,0,3,2,0,2,13600,49780
Apple Watch,Wearable,163241,60,1,2,1,5,0,33500,108165
Samsung TV,TV,152413,22,5,0,1,3,4,24700,120563
Lenovo Monitor,Monitor,78030,44,1,1,1,1,2,12100,62232
Bose Speaker,Audio,57466,41,2,4,3,2,0,28500,51890
